6383-21006	Skai > Home - welcome > onboarding Qs - 1 1VH (375 x 812px)
6388-21892	Skai > Home - welcome > onboarding Qs - with default PFP 1 1VH (375 x 812px)
6385-21390	Skai > Home - welcome > onboarding Qs - 2 1VH (375 x 812px)
6394-54418	Skai > Home - welcome > onboarding Qs - load effect 1VH (375 x 812px)
6405-20479	Skai > Home - welcome > onboarding Qs - load effect 1VH (375 x 812px)
6413-21006	Skai > Home - welcome > onboarding Qs - load effect > Quests 1VH (375 x 812px)
6379-18450	Skai > Home - welcome - with CTA 1VH (375 x 812px)
6415-45107	Skai > Home 1VH (768 x 1024px)
6702-25577	Skai > Home - sidebar normal > Group chats > Folder name 1VH (768 x 1024px)
6419-45976	Skai > Home 1VH - query - focus 1VH (768 x 1024px)
6419-46299	Skai > Home 1VH - query 1VH (768 x 1024px)
6704-26096	Skai > Home > AI Feed - empty 1VH (768 x 1024px)
6710-25832	Skai > Home > AI Feed - actionable 1VH (768 x 1024px)
6711-27811	Skai > Home > AI Feed - actionable (768 x 1024px)
6706-22658	Skai > Home > AI Feed > Market intel > Manage intel 1VH (768 x 1024px)
6706-24261	Skai > Home > AI Feed > Market intel (768 x 1024px)
6782-24811	Skai > Home > Portfolio 1VH (768 x 1024px)
6782-26825	Skai > Home > Portfolio (768 x 1024px)
6828-38811	Skai > Home > Portfolio > Vault 1VH (768 x 1024px)
6918-62834	Skai > Home > Portfolio > Defi 1VH (768 x 1024px)
6918-64949	Skai > Home > Portfolio > Social 1VH (768 x 1024px)
6925-68955	Skai > Home > Portfolio > Social - with vesting (768 x 1024px)
6937-71607	Skai > Home > Portfolio > Tiers 1VH (768 x 1024px)
6942-74270	Skai > Home > Portfolio > Tiers (768 x 1024px)
6962-75733	Skai > Home > Portfolio > Badges (768 x 1024px)
6965-82190	Skai > Home > Portfolio > Badges > Badge preview (768 x 1024px)
6942-75317	Trade - empty - tablet
6899-54796	Skai > Home > Portfolio > Vault (768 x 1024px)
6910-59017	Withdraw module - unavailable
6910-59056	Withdraw module
6907-56580	Section with horiz. scroll - tablet
6910-58299	Interest payment history - table version - tablet
6795-31004	Skai > Home > Portfolio - invisible 1VH (768 x 1024px)
6811-32792	Skai > Home > Portfolio > Add wallet 1VH (768 x 1024px)
6811-34522	Skai > Home > Portfolio > Add wallet > Name wallet 1VH (768 x 1024px)
6811-35764	Skai > Home > Portfolio > Export private key 1VH (768 x 1024px)
6828-36970	Skai > Home > Portfolio > Export private key > private key displayed 1VH (768 x 1024px)
6811-34114	Modal - select chain - Tablet
6795-30496	Skai > Home > Portfolio (375 x 812px)
6910-59407	Skai > Home > Portfolio > Vault (375 x 812px)
6918-63866	Skai > Home > Portfolio > Vault 1VH (375 x 812px)
6925-67023	Skai > Home > Portfolio > Social (375 x 812px)
6934-70311	Skai > Home > Portfolio > Social - with vesting (375 x 812px)
6942-72954	Skai > Home > Portfolio > Tiers (375 x 812px)
6942-74751	Skai > Home > Portfolio > Tiers (375 x 812px)
6962-80042	Skai > Home > Portfolio > Badges (375 x 812px)
6965-86368	Skai > Home > Portfolio > Badges > Badge preview (375 x 812px)
6942-75545	Trade - empty - mobile
6925-67953	Skai > Home > Portfolio > Social 1VH (375 x 812px)
6918-64538	Skai > Home > Portfolio > Vault (375 x 812px)
6918-62064	Withdraw module
6918-62267	Withdraw module - unavailable
6910-61118	Section with horiz. scroll - mobile
6918-61404	Section with horiz. scroll - mobile
6419-47130	Skai > Home - sidebar 1VH (768 x 1024px)
6702-24782	Skai > Home - sidebar normal 1VH (768 x 1024px)
6415-45113	Skai > Home 1VH (375 x 812px)
6704-27342	Skai > Home > AI Feed - empty 1VH (375 x 812px)
6711-32989	Skai > Home > AI Feed - actionable (375 x 812px)
6707-23360	Skai > Home > AI Feed > Market intel (375 x 812px)
6710-24624	Skai > Home > AI Feed > Market intel 1VH (375 x 812px)
6710-24970	Skai > Home > AI Feed > Market intel > Manage intel 1VH (375 x 812px)
6704-29359	Skai > Home > AI Feed - empty (375 x 812px)
6702-25618	Skai > Home - sidebar normal > Group chats > Folder name 1VH (375 x 812px)
6419-47275	Skai > Home - sidebar 1VH (375 x 812px)
6702-25218	Skai > Home - sidebar normal 1VH (375 x 812px)
6419-45553	Skai > Home 1VH ALT (375 x 812px)
6419-46017	Skai > Home 1VH - query - focus 1VH ALT (375 x 812px)
6419-46340	Skai > Home 1VH - query 1VH ALT (375 x 812px)
6715-34377	Skai > Home > conversation 1VH (768 x 1024px)
6736-37059	Skai > Home > conversation 3 1VH (768 x 1024px)
6736-37714	Skai > Home > conversation 3 > edit chat 1VH (768 x 1024px)
6715-34899	Skai > Home > conversation extended 1VH (768 x 1024px)
6715-36037	Skai > Home > conversation 2 extended 1VH (768 x 1024px)
6715-34717	Skai > Home > conversation 1VH (375 x 812px)
6736-37217	Skai > Home > conversation 1VH (375 x 812px)
6736-37955	Skai > Home > conversation 3 > edit chat 1VH (375 x 812px)
6715-35126	Skai > Home > conversation extended 1VH (375 x 812px)
6736-36413	Skai > Home > conversation 2 extended 1VH (375 x 812px)
6736-38442	Skai > Home - ads > Add 1VH (768 x 1024px)
6750-43337	Skai > Home > Voice prompt > chat history 1VH (768 x 1024px)
6736-39216	Skai > Home > Add > upload image 1VH (768 x 1024px)
6736-38996	Skai > Home - ads > Tool tip 1VH (768 x 1024px)
6736-38635	Skai > Home - ads > Add 1VH (375 x 812px)
6736-39279	Skai > Home > Add > upload image 1VH (375 x 812px)
6736-40379	Skai > Home > Add > upload image ALT 1VH (375 x 812px)
6736-39936	Skai > Home > Add > upload image > conversation 4 1VH (768 x 1024px)
6736-41729	Skai > Home > Voice prompt 1VH (768 x 1024px)
6736-40095	Skai > Home > Add > upload image > conversation 4 1VH (375 x 812px)
6750-42546	Skai > Home > Voice prompt 1VH (375 x 812px)
6750-43675	Skai > Home > Voice prompt > chat history 1VH (375 x 812px)
6782-25160	Skai > Home > Portfolio 1VH (375 x 812px)
6811-32268	Skai > Home > Portfolio - invisible 1VH (375 x 812px)
6811-33593	Skai > Home > Portfolio > Add wallet 1VH (375 x 812px)
6811-35119	Skai > Home > Portfolio > Add wallet > Name wallet 1VH (375 x 812px)
6811-36029	Skai > Home > Portfolio > Export private key 1VH (375 x 812px)
6828-37572	Skai > Home > Portfolio > Export private key > private key displayed 1VH (375 x 812px)
6811-34411	Modal - select chain - Mobile
6918-62358	Notes
9746-171660	Skai > Home > Install to homescreen 1VH (1440 x 900px)
9747-174084	Skai > Home > Install to homescreen ALT 1VH (1440 x 900px)
9746-172340	Skai > Home > Install to homescreen 1VH (768 x 1024px)
9746-173030	Skai > Home > Install to homescreen 1VH (375 x 812px)
9747-175217	Skai > Home > Install to homescreen ALT 1VH (375 x 812px)
13008-110719	Directory
13008-110725	Directory
13008-110731	Directory
13008-110738	Breakpoint
13008-110740	Breakpoint
13008-110742	Skai > Home > Whales - no data 1VH (1440 x 900px)
13008-110870	Skai > Home > Whales 1VH (1440 x 900px)
13008-111263	Skai > Home > Whales 1VH (1440 x 900px)
13008-111656	Skai > Home > Whales > filter - custom input 1VH (1440 x 900px)
13008-112079	Skai > Home > Whales 1VH (1440 x 900px)
13008-112491	Skai > Pro 1VH (1440 x 900px)
13008-112676	Skai > Pro ALT 1VH (1440 x 900px)
13008-112937	Skai > Pro ALT stretched 1VH (1440 x 900px)
13008-113198	Plans - long view
13008-113481	Skai > Pro > checkout - send tokens - step 1 1VH (1440 x 900px)
13008-113591	Skai > Pro > checkout - send tokens - step 2 1VH (1440 x 900px)
13008-113728	Skai > Pro > checkout - send tokens - step 3 1VH (1440 x 900px)
13008-113803	Skai > Pro > checkout > welcome to gold 1VH (1440 x 900px)
13008-113950	Awaiting
13008-113961	Confirmed
13008-113980	Token selected
13008-114000	Skai > Pro > checkout 1VH ALT (1440 x 900px)
13008-114086	Skai > Pro - expanded (1440 x 900px)
13008-114351	dropdown-3
13008-114364	dropdown-3
13008-114375	Technicals - Sell
13008-114424	Technicals - Buy
13008-114473	Skai > Home > Add > Add whale - input > conversation 5 1VH (1440 x 900px)
13008-114604	sidebar - open
13008-114693	sidebar - open - agentic support
13008-114782	sidebar - open - agentic support
13008-114883	Rectangle 158
13008-114884	Rectangle 161
13008-114885	Rectangle 160
13008-114886	Rectangle 150
13008-114887	Rectangle 153
13008-114888	Rectangle 154
13008-114889	Skai > Home > Add > Add whale - input 1VH (1440 x 900px)
13008-115013	Skai > Home > Add > Add whale 1VH (1440 x 900px)
13008-115137	Skai > Home > Whales 1VH (1440 x 900px)
13008-115463	Skai > Home > Whales > Wallet manager > Import wallet 1VH (1440 x 900px)
13008-115820	Skai > Home > Whales > Live trades 1VH (1440 x 900px)
13008-116049	Skai > Home > Whales > KOLs 1VH (1440 x 900px)
13008-116519	X accounts - My list
13008-116574	X accounts - My list > Add handle
13008-116645	Skai > Home > Whales - no data > Add wallet 1VH (1440 x 900px)
13008-116935	Notes
13008-116959	Notes
13008-116983	Skai > Home > Add > Add whale > Select whale 1VH (1440 x 900px)
13008-117799	Skai > Home > Agentic support - Backtesting > conversation 6 1VH (1440 x 900px)
13008-117924	Skai > Home > Agentic support - Backtesting > conversation 6 > All backtests 1VH (1440 x 900px)
13008-118096	Skai > Home > Agentic support - Backtesting > conversation 6 > Replicate Sample Strategy 1VH (1440 x 900px)
13008-118266	Skai > Home > Agentic support - Backtesting > conversation 6 > Replicate Sample Strategy > Custom code 1VH (1440 x 900px)
13008-118458	Code - colour
13008-118480	Skai > Home > Agentic support - Backtesting > conversation 6 (1440 x 900px)
13008-118750	Notes
13008-118774	Notes
13008-118798	Skai > Home > Agentic support - Backtesting > conversation 6 > Replicate Sample Strategy > Custom code > Chart sample 1VH (1440 x 900px)
13008-119800	Skai PDF Invoice - 612 x 792px
13008-119845	Skai PDF Receipt - 612 x 792px
13008-119888	Skai PDF Receipt - darkmode - 612 x 792px
13008-119931	Skai PDF Invoice - darkmode - 612 x 792px
13008-119976	Breakpoint
13008-119978	Breakpoint
13008-119980	Breakpoint
13008-119982	Breakpoint
13008-119984	Breakpoint
13008-119986	Breakpoint
13008-119988	Skai > Home > Whales - no data 1VH (768 x 1024px)
13008-120075	Skai > Pro (768 x 1024px)
13008-120275	Skai > Home > Whales (768 x 1024px)
13008-120579	Skai > Home > Whales 1VH (768 x 1024px)
13008-120883	Skai > Home > Whales - market technicals (768 x 1024px)
13008-121237	Skai > Home > Whales (768 x 1024px)
13008-121515	Skai > Home > Whales > Live trades (768 x 1024px)
13008-121696	Skai > Home > Whales > Wallet manager > Import wallet 1VH (768 x 1024px)
13008-121906	Skai > Home > Whales > KOLs (768 x 1024px)
13008-122334	X accounts - My list - tablet
13008-122389	X accounts - My list > Add handle - tablet
13008-122460	Skai > Home > Whales - no data > Add wallet 1VH (768 x 1024px)
13008-122582	Skai > Home > Whales - no data 1VH (375 x 812px)
13008-122676	Skai > Home > Whales 1VH (375 x 812px)
13008-122979	Skai > Home > Whales (375 x 812px)
13008-123282	Skai > Home > Whales - market technicals (375 x 812px)
13008-123374	Skai > Home > Whales - no data > Add wallet 1VH (375 x 812px)
13008-123503	Skai > Home > Whales - no data (375 x 812px)
13008-123597	Skai > Pro (375 x 812px)
13008-123798	Skai > Home > Whales - no data (375 x 812px)
13008-124086	Skai > Home > Whales > KOLs (375 x 812px)
13008-124524	Skai > Home > Whales > Live trades (375 x 812px)
13008-124726	Skai > Home > Whales > Wallet manager > Import wallet (375 x 812px)
13008-124957	X accounts - My list - mobile
13008-125017	X accounts - My list > Add handle - mobile
13008-125093	Skai > Home > Add > Add whale 1VH (768 x 1024px)
13008-125156	Skai > Home > Add > Add whale > Select whale 1VH (768 x 1024px)
13008-125298	Skai > Home > Add > Add whale 1VH (375 x 812px)
13008-125362	Skai > Home > Add > Add whale > Select whale 1VH (375 x 812px)
13008-125494	Skai > Home > Add > Add whale - input 1VH (768 x 1024px)
13008-125552	Skai > Home > Add > Add whale - input 1VH (375 x 812px)
13008-125612	Skai > Home > Add > Add whale - input > conversation 5 1VH (768 x 1024px)
13008-125682	Skai > Home > Add > Add whale - input > conversation 5 1VH (375 x 812px)
13008-125755	Skai > Pro > checkout - send tokens - step 1 (768 x 1024px)
13008-125890	Skai > Pro > checkout - send tokens - step 2 (768 x 1024px)
13008-126050	Skai > Pro > checkout - send tokens - step 3 (768 x 1024px)
13008-126152	Skai > Pro > checkout > welcome to gold 1VH (768 x 1024px)
13008-126328	Awaiting - tablet
13008-126339	Confirmed - tablet
13008-126358	Skai > Pro > checkout - send tokens - step 1 (375 x 812px)
13008-126494	Skai > Pro > checkout - send tokens - step 2 (375 x 812px)
13008-126656	Skai > Pro > checkout - send tokens - step 3 (375 x 812px)
13008-126758	Skai > Pro > checkout > welcome to gold 1VH (375 x 812px)
13008-126934	Awaiting - mobile
13008-126945	Confirmed - mobile
13008-126964	Notes
13008-126988	Skai > Home > Agentic support - Backtesting > conversation 6 1VH (768 x 1024px)
13008-127063	Skai > Home > Agentic support - Backtesting > conversation 6 > Replicate Sample Strategy > Custom code > Chart sample 1VH (768 x 1024px)
13008-128068	Skai > Home > Agentic support - Backtesting > conversation 6 > Replicate Sample Strategy 1VH (768 x 1024px)
13008-128187	Skai > Home > Agentic support - Backtesting > conversation 6 > Replicate Sample Strategy > Custom code 1VH (768 x 1024px)
13008-128328	Skai > Home > Agentic support - Backtesting > conversation 6 (768 x 1024px)
13008-128548	Skai > Home > Agentic support - Backtesting > conversation 6 1VH (375 x 812px)
13008-128626	Skai > Home > Agentic support - Backtesting > conversation 6 > Replicate Sample Strategy > Custom code > Chart sample 1VH (375 x 812px)
13008-129631	Skai > Home > Agentic support - Backtesting > conversation 6 > Replicate Sample Strategy 1VH (375 x 812px)
13008-129753	Skai > Home > Agentic support - Backtesting > conversation 6 > Replicate Sample Strategy > Custom code 1VH (375 x 812px)
13008-129897	Skai > Home > Agentic support - Backtesting > conversation 6 (375 x 812px)
13008-130123	Skai > Home > Agentic support - Backtesting > conversation 6 > All backtests 1VH (768 x 1024px)
13008-130217	Skai > Home > Agentic support - Backtesting > conversation 6 > All backtests 1VH (375 x 812px)
13008-130964	Skai > Home 1VH (1440 x 900px)
