section	nodeId	change	title	why	implFiles
home	2939-10485 -> 13008-114473	RETARGET	Skai > Home > Add > Add whale - input > conversation 5 1VH (1440 x 900px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/whales/WhaleSelectorModal.tsx
home	6001-56786 -> 13008-114604	RETARGET	sidebar - open	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	
home	6244-78641 -> 13008-114693	RETARGET	sidebar - open - agentic support	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	
home	6244-92641 -> 13008-114782	RETARGET	sidebar - open - agentic support	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	
home	7320-63774 -> 13008-114883	RETARGET	Rectangle 158	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	
home	7329-63144 -> 13008-114884	RETARGET	Rectangle 161	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	
home	7329-63143 -> 13008-114885	RETARGET	Rectangle 160	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	
home	2773-11085 -> 13008-114886	RETARGET	Rectangle 150	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	
home	2939-9938 -> 13008-114887	RETARGET	Rectangle 153	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	
home	6243-15245 -> 13008-114888	RETARGET	Rectangle 154	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	
home	2939-9939 -> 13008-114889	RETARGET	Skai > Home > Add > Add whale - input 1VH (1440 x 900px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/whales/WhaleSelectorModal.tsx
home	2939-10182 -> 13008-115013	RETARGET	Skai > Home > Add > Add whale 1VH (1440 x 900px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/whales/WhaleSelectorModal.tsx
home	5965-52763 -> 13008-115137	RETARGET	Skai > Home > Whales 1VH (1440 x 900px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/whales/WhalesScreen.tsx
home	5965-53115 -> 13008-115463	RETARGET	Skai > Home > Whales > Wallet manager > Import wallet 1VH (1440 x 900px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/whales/ImportWalletsModal.tsx
home	5965-53498 -> 13008-115820	RETARGET	Skai > Home > Whales > Live trades 1VH (1440 x 900px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/whales/ActivityView.tsx
home	5965-53763 -> 13008-116049	RETARGET	Skai > Home > Whales > KOLs 1VH (1440 x 900px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/whales/ActivityView.tsx
home	5965-54259 -> 13008-116519	RETARGET	X accounts - My list	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	
home	5965-54314 -> 13008-116574	RETARGET	X accounts - My list > Add handle	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	
home	5965-54546 -> 13008-116645	RETARGET	Skai > Home > Whales - no data > Add wallet 1VH (1440 x 900px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/whales/WhalesScreen.tsx
home	6001-58381 -> 13008-116935	RETARGET	Notes	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	
home	5965-54862 -> 13008-116959	RETARGET	Notes	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	
home	6001-59873 -> 13008-116983	RETARGET	Skai > Home > Add > Add whale > Select whale 1VH (1440 x 900px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/whales/WhaleSelectorModal.tsx
home	6244-15246 -> 13008-117799	RETARGET	Skai > Home > Agentic support - Backtesting > conversation 6 1VH (1440 x 900px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/conversation/ConversationView.tsx
home	6244-90352 -> 13008-117924	RETARGET	Skai > Home > Agentic support - Backtesting > conversation 6 > All backtests 1VH (1440 x 900px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/conversation/ConversationView.tsx
home	6244-64788 -> 13008-118096	RETARGET	Skai > Home > Agentic support - Backtesting > conversation 6 > Replicate Sample Strategy 1VH (1440 x 900px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/conversation/ConversationView.tsx
home	6244-76796 -> 13008-118266	RETARGET	Skai > Home > Agentic support - Backtesting > conversation 6 > Replicate Sample Strategy > Custom code 1VH (1440 x 900px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/conversation/ConversationView.tsx
home	6244-77402 -> 13008-118458	RETARGET	Code - colour	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	
home	6244-15349 -> 13008-118480	RETARGET	Skai > Home > Agentic support - Backtesting > conversation 6 (1440 x 900px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/conversation/ConversationView.tsx
home	6244-64481 -> 13008-118750	RETARGET	Notes	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	
home	7325-62403 -> 13008-118774	RETARGET	Notes	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	
home	6244-77476 -> 13008-118798	RETARGET	Skai > Home > Agentic support - Backtesting > conversation 6 > Replicate Sample Strategy > Custom code > Chart sample 1VH (1440 x 900px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/conversation/ConversationView.tsx
home	6317-41237 -> 13008-119800	RETARGET	Skai PDF Invoice - 612 x 792px	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	
home	6317-52558 -> 13008-119845	RETARGET	Skai PDF Receipt - 612 x 792px	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	
home	6323-52625 -> 13008-119888	RETARGET	Skai PDF Receipt - darkmode - 612 x 792px	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	
home	6317-52490 -> 13008-119931	RETARGET	Skai PDF Invoice - darkmode - 612 x 792px	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	
home	2939-9936 -> 13008-119976	RETARGET	Breakpoint	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	
home	7307-78309 -> 13008-119978	RETARGET	Breakpoint	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	
home	2773-10394 -> 13008-119980	RETARGET	Breakpoint	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	
home	6965-87436 -> 13008-119982	RETARGET	Breakpoint	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	
home	7329-63146 -> 13008-119984	RETARGET	Breakpoint	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	
home	7329-63148 -> 13008-119986	RETARGET	Breakpoint	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	
home	6965-87440 -> 13008-119988	RETARGET	Skai > Home > Whales - no data 1VH (768 x 1024px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/whales/WhalesScreen.tsx
home	7307-78311 -> 13008-120075	RETARGET	Skai > Pro (768 x 1024px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/upgrade/UpgradePlanScreen.tsx
home	6965-91751 -> 13008-120275	RETARGET	Skai > Home > Whales (768 x 1024px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/whales/WhalesScreen.tsx
home	7298-71221 -> 13008-120579	RETARGET	Skai > Home > Whales 1VH (768 x 1024px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/whales/WhalesScreen.tsx
home	7298-70026 -> 13008-120883	RETARGET	Skai > Home > Whales - market technicals (768 x 1024px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/whales/WhalesScreen.tsx
home	7294-69326 -> 13008-121237	RETARGET	Skai > Home > Whales (768 x 1024px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/whales/WhalesScreen.tsx
home	7290-60558 -> 13008-121515	RETARGET	Skai > Home > Whales > Live trades (768 x 1024px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/whales/ActivityView.tsx
home	7291-67562 -> 13008-121696	RETARGET	Skai > Home > Whales > Wallet manager > Import wallet 1VH (768 x 1024px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/whales/ImportWalletsModal.tsx
home	7290-63431 -> 13008-121906	RETARGET	Skai > Home > Whales > KOLs (768 x 1024px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/whales/ActivityView.tsx
home	7290-57976 -> 13008-122334	RETARGET	X accounts - My list - tablet	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	
home	7290-58356 -> 13008-122389	RETARGET	X accounts - My list > Add handle - tablet	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	
home	6965-89928 -> 13008-122460	RETARGET	Skai > Home > Whales - no data > Add wallet 1VH (768 x 1024px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/whales/WhalesScreen.tsx
home	6965-87675 -> 13008-122582	RETARGET	Skai > Home > Whales - no data 1VH (375 x 812px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/whales/WhalesScreen.tsx
home	7298-71656 -> 13008-122676	RETARGET	Skai > Home > Whales 1VH (375 x 812px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/whales/WhalesScreen.tsx
home	7298-72782 -> 13008-122979	RETARGET	Skai > Home > Whales (375 x 812px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/whales/WhalesScreen.tsx
home	7298-73203 -> 13008-123282	RETARGET	Skai > Home > Whales - market technicals (375 x 812px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/whales/WhalesScreen.tsx
home	6965-90015 -> 13008-123374	RETARGET	Skai > Home > Whales - no data > Add wallet 1VH (375 x 812px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/whales/WhalesScreen.tsx
home	6965-89579 -> 13008-123503	RETARGET	Skai > Home > Whales - no data (375 x 812px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/whales/WhalesScreen.tsx
home	7309-79234 -> 13008-123597	RETARGET	Skai > Pro (375 x 812px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/upgrade/UpgradePlanScreen.tsx
home	6965-91838 -> 13008-123798	RETARGET	Skai > Home > Whales - no data (375 x 812px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/whales/WhalesScreen.tsx
home	7290-64605 -> 13008-124086	RETARGET	Skai > Home > Whales > KOLs (375 x 812px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/whales/ActivityView.tsx
home	7290-61206 -> 13008-124524	RETARGET	Skai > Home > Whales > Live trades (375 x 812px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/whales/ActivityView.tsx
home	7291-67959 -> 13008-124726	RETARGET	Skai > Home > Whales > Wallet manager > Import wallet (375 x 812px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/whales/ImportWalletsModal.tsx
home	7290-59768 -> 13008-124957	RETARGET	X accounts - My list - mobile	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	
home	7290-60059 -> 13008-125017	RETARGET	X accounts - My list > Add handle - mobile	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	
home	7298-74565 -> 13008-125093	RETARGET	Skai > Home > Add > Add whale 1VH (768 x 1024px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/whales/WhaleSelectorModal.tsx
home	7298-74917 -> 13008-125156	RETARGET	Skai > Home > Add > Add whale > Select whale 1VH (768 x 1024px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/whales/WhaleSelectorModal.tsx
home	7298-74628 -> 13008-125298	RETARGET	Skai > Home > Add > Add whale 1VH (375 x 812px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/whales/WhaleSelectorModal.tsx
home	7301-76568 -> 13008-125362	RETARGET	Skai > Home > Add > Add whale > Select whale 1VH (375 x 812px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/whales/WhaleSelectorModal.tsx
home	7301-77180 -> 13008-125494	RETARGET	Skai > Home > Add > Add whale - input 1VH (768 x 1024px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/whales/WhaleSelectorModal.tsx
home	7301-77235 -> 13008-125552	RETARGET	Skai > Home > Add > Add whale - input 1VH (375 x 812px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/whales/WhaleSelectorModal.tsx
home	7303-77704 -> 13008-125612	RETARGET	Skai > Home > Add > Add whale - input > conversation 5 1VH (768 x 1024px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/whales/WhaleSelectorModal.tsx
home	7303-77756 -> 13008-125682	RETARGET	Skai > Home > Add > Add whale - input > conversation 5 1VH (375 x 812px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/whales/WhaleSelectorModal.tsx
home	7319-60937 -> 13008-125755	RETARGET	Skai > Pro > checkout - send tokens - step 1 (768 x 1024px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/pages/upgrade/CheckoutPage.tsx
home	7320-63495 -> 13008-125890	RETARGET	Skai > Pro > checkout - send tokens - step 2 (768 x 1024px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/pages/upgrade/CheckoutPage.tsx
home	7321-64964 -> 13008-126050	RETARGET	Skai > Pro > checkout - send tokens - step 3 (768 x 1024px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/pages/upgrade/CheckoutPage.tsx
home	7325-61983 -> 13008-126152	RETARGET	Skai > Pro > checkout > welcome to gold 1VH (768 x 1024px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/upgrade/checkout/WelcomeModal.tsx
home	7324-61523 -> 13008-126328	RETARGET	Awaiting - tablet	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	
home	7324-61555 -> 13008-126339	RETARGET	Confirmed - tablet	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	
home	7319-61172 -> 13008-126358	RETARGET	Skai > Pro > checkout - send tokens - step 1 (375 x 812px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/pages/upgrade/CheckoutPage.tsx
home	7320-64189 -> 13008-126494	RETARGET	Skai > Pro > checkout - send tokens - step 2 (375 x 812px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/pages/upgrade/CheckoutPage.tsx
home	7323-65507 -> 13008-126656	RETARGET	Skai > Pro > checkout - send tokens - step 3 (375 x 812px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/pages/upgrade/CheckoutPage.tsx
home	7329-62749 -> 13008-126758	RETARGET	Skai > Pro > checkout > welcome to gold 1VH (375 x 812px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/upgrade/checkout/WelcomeModal.tsx
home	7324-61650 -> 13008-126934	RETARGET	Awaiting - mobile	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	
home	7324-61687 -> 13008-126945	RETARGET	Confirmed - mobile	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	
home	6244-77429 -> 13008-126964	RETARGET	Notes	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	
home	7329-63441 -> 13008-126988	RETARGET	Skai > Home > Agentic support - Backtesting > conversation 6 1VH (768 x 1024px)	Same title, new node-id: the frame was REBUILT, not deleted. Repoint the catalog row and KEEP its implFiles/status/verifiedAt -- the code still implements it.	src/components/home-redesign/conversation/ConversationView.tsx
